#Position (bp)	insert size
2100169.5	341.8386781786412
6300507.5	342.1329688881743
1.05008455E7	342.3931142957008
1.47011835E7	341.5156231622692
1.89015215E7	342.54044076518625
2.31018595E7	341.9732993197279
2.73021975E7	342.1430160739632
3.15025355E7	340.9217324840764
3.57028735E7	341.44834720685174
3.8653933E7	339.7386091127098
4.0754102E7	343.53754899580287
4.41035495E7	342.1907095571695
4.83038875E7	342.5391576099631
5.25042255E7	342.5936463886657
5.67045635E7	342.3535419730196
6.09049015E7	341.7917324594071
6.51052395E7	340.67404650843736
6.75716935E7	340.3861852433281
6.96718625E7	341.39995626901845
7.35059155E7	341.42180827423624
7.77062535E7	341.50175520711446
8.19065915E7	341.92809743666123
8.61069295E7	343.0487462837269
9.03072675E7	341.97098185094234
9.45076055E7	342.16184873238245
9.87079435E7	341.5492497995648
1.029082815E8	338.1664006941109
1.061478055E8	339.4633735616054
1.082479745E8	339.03168765030415
1.113089575E8	342.34575710054014
1.155092955E8	341.83333075722214
1.197096335E8	342.81226382993964
1.239099715E8	341.8753233811778
1.281103095E8	341.7532392822901
1.323106475E8	343.6078495597387
1.365109855E8	341.2886821425345
1.407113235E8	340.26370202911335
1.431893125E8	341.06051873198845
1.452894815E8	341.9317418990558
1.491119995E8	340.2442563244414
1.533123375E8	341.34116853276925
1.575126755E8	342.42648444025804
1.617130135E8	343.1501109390713
1.659133515E8	342.68753117206984
1.701136895E8	342.93499633162145
1.743140275E8	343.1157887790957
1.785143655E8	342.1550089237216
1.82081576E8	341.6952060079214
1.84181745E8	342.802776643528
1.869150415E8	341.1743419813985
1.911153795E8	343.1449293485057
1.953157175E8	343.0569630802567
1.995160555E8	341.19473045039337
2.037163935E8	342.35236468814423
2.079167315E8	342.5535497042496
2.121170695E8	341.7231905329786
2.159577405E8	341.1220167246536
2.180579095E8	339.41084258654473
2.205177455E8	341.9559976730657
2.247180835E8	341.6474195391354
2.289184215E8	341.21097098838294
2.331187595E8	342.6576328823834
2.373190975E8	342.98771516218824
2.415194355E8	342.8667966573816
2.457197735E8	342.5699887197668
2.499201115E8	340.87202095967655
2.541204495E8	342.22941070733094
2.583207875E8	341.43851456111184
2.625211255E8	341.9278541662842
2.64771353E8	343.2618595825427
2.66871522E8	339.35817228955125
2.709218015E8	341.9244021481357
2.751221395E8	342.2724747887303
2.793224775E8	342.32720347185364
2.835228155E8	341.9569585834135
2.877231535E8	341.614654980189
2.911785265E8	342.93398282271505
2.932786955E8	343.9945536735472
2.961238295E8	342.9262476403964
3.003241675E8	341.99953465895874
3.045245055E8	343.435770691422
3.087248435E8	342.60761786718786
3.129251815E8	342.4270548241192
3.171255195E8	342.0822822169753
3.213258575E8	338.4009387261193
3.242401025E8	341.9062680069147
3.263402715E8	341.63683018867926
3.297265335E8	342.8006607520695
3.339268715E8	342.1510872925899
3.381272095E8	342.7216448959845
3.423275475E8	341.9791281832678
3.45205241E8	339.9960857289528
3.4730541E8	333.8745332209048
3.507282235E8	341.4667013979335
3.549285615E8	342.8840216506698
3.591288995E8	342.3519123553744
3.633292375E8	342.66694580134913
3.675295755E8	343.2246398199561
3.71240276E8	339.8529815464389
3.73340445E8	341.83792137544674
3.759302515E8	341.8584712450038
3.801305895E8	342.5543230704344
3.843309275E8	342.7884476321188
3.885312655E8	343.05732503649074
3.927316035E8	341.9633727927572
3.969319415E8	340.87380868337453
3.995115505E8	340.50576606260296
4.016117195E8	343.19763907542233
4.053326175E8	340.8466856566376
4.095329555E8	341.9377801575767
4.137332935E8	342.81388667463796
4.179336315E8	341.68158516214504
4.221339695E8	342.18666527727123
4.263343075E8	340.7935363964894
4.29544739E8	340.38342590254985
4.31644908E8	342.3776354105999
4.347349835E8	342.75498969072163
4.389353215E8	341.85249939711304
4.431356595E8	341.9729068059409
4.473359975E8	342.87609096282904
4.515363355E8	342.1903654600354
4.557366735E8	342.4064499153058
4.594834625E8	341.0765746199193
4.615836315E8	343.34459605804636
4.641373495E8	343.6759253606821
4.683376875E8	342.23305595520475
4.725380255E8	342.18741322648106
4.767383635E8	342.742161329756
4.809387015E8	341.94901026694043
4.851390395E8	339.5071716957076
4.88957394E8	342.25762836579366
4.91057563E8	342.0917732764748
4.935397155E8	342.35063585129365
4.977400535E8	342.3281756809188
5.019403915E8	341.7386967989277
5.061407295E8	342.5694966969814
5.103410675E8	340.86430212746
5.133447625E8	339.0997624703088
5.154449315E8	341.6234988452656
5.187417435E8	341.9547137968215
5.229420815E8	342.5458059410762
5.271424195E8	342.22478246579135
5.313427575E8	342.4572286999704
5.355430955E8	335.24598536393086
5.397434335E8	341.99576663579836
5.424857625E8	342.40827684623616
5.445859315E8	342.2726109857035
5.481441095E8	342.2237646293888
5.523444475E8	342.61263774104685
5.565447855E8	339.11051803978705
5.607451235E8	342.7376117605275
5.649454615E8	342.4184981534674
5.691457995E8	340.9830682490516
5.72266017E8	340.9469621014638
5.74366186E8	342.1455045031293
5.775464755E8	341.43162551440327
5.817468135E8	340.6253352263764
5.859471515E8	342.2045697266888
5.901474895E8	342.91028283340734
5.943478275E8	342.232463048219
